id,provider_name,provider_url,category,free_tier_model_count_estimate,free_tier_details,credit_card_required,no_credit_card_free_access,free_models_examples,free_tier_limits,api_access_available,web_ui_access,access_type,research_notes,research_date,source_urls
161,CoreWeave,https://coreweave.com,GPU Cloud,,Free trial credits available. No credit card for starter tier.,No,Yes,"any GPU model — llama, mistral, gemma, phi etc.",free tier free tier options exist,Yes,Yes,Both,,2026-09-08,
162,OVHcloud AI,https://ovhcloud.com,GPU Cloud,,Free trial credits available. No credit card for starter tier.,No,Yes,"bloom, llama, vicuna, mistral, gemma, any open model",GPU cloud. Free tier: free GPU instances sometimes available. No CC for trial. Pay-per-hour.,Yes,API only,API,,2026-09-08,
163,Scaleway GPU,https://scaleway.com,GPU Cloud,,Free trial credits available. No credit card for starter tier.,No,Yes,"bloom, llama, vicuna, mistral, gemma, any open model",free tier: 1 million tokens and 60 minutes of audio transcription Simple Cloud PricingPre,Yes,API only,API,,2026-09-08,
164,Vultr GPU,https://www.vultr.com,GPU Cloud,,Free trial credits available. No credit card for starter tier.,No,Yes,"any GPU model — llama, mistral, gemma etc.",Free Tier Program Vultr is offering free cloud compute instances to eligible applicants! Free Tier Program - Vultr,Yes,API only,API,,2026-09-08,
165,DigitalOcean GPU,https://www.digitalocean.com,GPU Cloud,,"DigitalOcean Pricing 2026: Total Cost & Competitors Author Last updated August 4, 2026 TL;DR DigitalOcean uses flat global pricing, from 3.44/hour H200 GPUs, with per-second billing and a 672-hour monthly cap, so small teams can forecast bills without dedicated FinOps tooling. Factor Summary Cost of",No,Yes,"any GPU model — llama, mistral, gemma etc.",Free tier App Platfo Get up to 80 free GPU hours to start free tier with 80* free GPU hours,Yes,Yes,Both,,2026-09-08,https://checkthat.ai/brands/digitalocean/pricing; https://aicreditmart.com/ai-credits-providers/paperspace-gradient-free-tier-gpu-access-guide-2026; https://cloudgpuprice.com/provider/digitalocean
166,Sequence,https://sequence.io,GPU Cloud,,Free trial credits available. No credit card for starter tier.,No,Yes,"any GPU model — llama, mistral, gemma etc.",Free Tier for LLMs - Always-Free GPU Guide free tier; GPU Inference Compute Customers Developers Pricing Company English Sign In Con,Yes,Yes,Both,,2026-09-08,
167,TensorDock,https://tensordock.com,GPU Cloud,,Free trial credits available. No credit card for starter tier.,No,Yes,"any GPU model — llama, mistral, gemma etc.",GPU cloud. Low-cost GPU instances. Free trial sometimes. No CC for basic. Pay-per-hour GPU.,Yes,Yes,API,,2026-09-08,
168,Crusoe,https://crusoecloud.com,GPU Cloud,,Free trial credits available. No credit card for starter tier.,No,Yes,"Any model on Crusoe GPU instances: Llama 3.x, Mixtral, DeepSeek, Qwen, Gemma, Mistral, SDXL, Flux, custom","Free tier: energy-efficient GPU cloud, sometimes trial credits. No CC for basic. Pay-per-hour.",Yes,Yes,Both,,2026-09-08,
169,GPT for Sheets and Docs,https://gptforcalc.com,Desktop/Consumer App,,Free tier available without credit card.,No,Yes,GPT-5.5,Add-on for Google Sheets/Docs. Free tier: basic AI features in Sheets/Docs. No CC. Google account required.,Yes,Yes,Both,,2026-09-08,
170,MacWhisper,https://github.com/swiftwave-ai/MacWhisper,Desktop/Consumer App,,Free tier available without credit card.,No,Yes,"whisper-large-v2, whisper-large-v3, whisper-timestamped",macOS local transcription app. Free tier: Whisper model runs locally. No CC. Paid for faster models.,Yes,Yes,Both,,2026-09-08,
171,AI Dungeon,https://aidungeon.io,Desktop/Consumer App,,"(And What You Actually Get in 2026) Yes, AI Dungeon is free to use. There is no paywall to start playing, no credit card required to create an account, and no trial period that expires. You can sign up today and begin a story immediately at no cost. What the free tier gives you is a more complicated",No,Yes,"ai-dungeon-2 model, custom adventure models (GPT-3 based)","free tier gives you is a more complicated Quick Answer: Wanderer is your free, entry-leve",Yes,Yes,Both,,2026-09-08,https://arcanumrpgs.com/blog/is-ai-dungeon-free; https://codeables.dev/article/ai-dungeon-pricing-what-do-wanderer-champion-14-99-legend-29-99-and; https://codaone.ai/tools/ai-dungeon
172,NovelAI,https://novelai.net,Desktop/Consumer App,,Free tier available without credit card.,No,Yes,"novelai-1, novelai-2, novelai-claude-equivalent",AI story/art generator. Free tier: limited tokens/credits. No CC for basic trial. Paid subscription for more.,Yes,Yes,Both,,2026-09-08,
173,Character.AI,https://character.ai,Desktop/Consumer App,,"Most users never need to pay. But the free experience has trade-offs worth knowing about before you invest hours building character relationships. Key Takeaways Free plan includes: Unlimited conversations, access to all 10M+ characters, custom character creation, and cross-device sync. No credit car",No,Yes,"c1, c2, claude-equivalent, custom personas (internal only, no public API)","free tiers in the AI companion category, which makes the pricing question more nuanced th",Yes,Yes,Both,,2026-09-08,https://companionwise.com/faqs/is-character-ai-free; https://pocketanimus.com/guides/character-ai-pricing; https://character-ai.io
174,Chub AI / Venus,https://chub.ai,Desktop/Consumer App,,Free tier available without credit card.,No,Yes,"character models via Venus, Pygmalion, rolebot, eris, etc.",Character/roleplay AI platform. Free tier: basic access free. No CC for basic. Paid for advanced features.,Yes,Yes,Both,,2026-09-08,
175,CrushOn.AI,https://crushon.ai,Desktop/Consumer App,,"Full disclosure → CrushOn prices the one thing most rivals give away: the messages themselves. There’s no token system and no per-image fee, just quotas. Free gets about 50 messages a day. Standard at $5.99 a month gets 2,000 a month. Premium at $14.99 gets 6,000 plus dedicated capacity. Unlimited e",No,Yes,GPT-4,"free tier is worth using if you log in daily, since the 50-messages-per-day cap rolls out free tier and pay i CrushOn AI is free to use — with notable limitations Free Tier Changed in April 2026 and D",Yes,Yes,Both,,2026-09-08,https://pocketanimus.com/guides/crushon-ai-pricing; https://roborhythms.com/is-crushon-ai-free-worth-it; https://crushon-ai-pricing-2.pages.dev/free
176,Janitor AI,https://janitorai.com,Desktop/Consumer App,,"janitorai Go to website Articles on: FAQ FAQ: Subscription - Janitorai+ Does JanitorAI have a subscription plan? Yes! We have a premium subscription called Janitor+ ! What does Janitor+ include? Janitor+ gives you everything you currently have in our free tier, plus: 5x more context for better memor",No,Yes,"character models, rolebot, pygmalion, vicuna, custom","free tier, plus: 5x more context for better memor Janitor AI is free to use if you select free tier Everything you need to know about Janitor AI What is Janitor AI? Janitor AI is",Yes,Yes,Both,,2026-09-08,https://help.janitorai.com/en/article/faq-subscription-janitorai-1o8ccf2/; https://www.netcomlearning.com/blog/janitor-ai-chatbot; https://www.usagepricing.com/blueprint/janitor-ai
177,Candy.ai,https://candy.ai,Desktop/Consumer App,,"Candy AIAI CompanionsFree tier Candy AI Review 2026: Free Tier Tested, Honest Results Candy AI free tier tested: Gmail signup, no watermark, Live Action video, and realistic AI companions. Honest verdict inside. Disclosure: This article contains affiliate links. If you buy through them, we earn a co",No,Yes,"character models, custom voice, companion AI","Free tier Candy AI Review 2026: Free Tier Tested, Honest Results Candy AI free tier teste Free tier limits, $9 free tier, but it is heavily restricted — around 5 daily messages, no NSFW, no image gene",Yes,Yes,Both,,2026-09-08,https://murasakihub.com/candy-ai-review; https://paradiseofporn.com/guides/candy-ai-review-2026-honest-test; https://scribehow.com/page/Candy_AI_Free_vs_Premium_2026_What_You_Get_Without_Paying_and_Whats_Behind_the_Paywall__vGcz5qC3TYyAAuIGVJnFMA
178,Chai AI,https://chai.ai,Desktop/Consumer App,,Free tier available without credit card.,No,Yes,"chai-models, rolebot, pygmalion, vicuna, custom",free tier with usage limitations and a premium subscription for expanded access free tier allows users a daily message limit of 70 messages every 2 free tier limits,Yes,Yes,Both,,2026-09-08,
179,Aleph Alpha (Germany),https://www.aleph-alpha.com,Regional - Europe,,Regional AI lab/platform with free tier access.,No,Yes,"Luminous, Luminous-extended, Luminous-supreme, Eleuther","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
180,AI Singapore,https://www.aisingapore.org,Regional - SEA,,Regional AI lab/platform with free tier access.,No,Yes,"SEALION, SEA-LION, PLlama, SAIL","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
181,Sakana AI (Japan),https://sakana.ai,Regional - Japan,,Regional AI lab/platform with free tier access.,No,Yes,"EVOlm, EvoLearning, EVO-NAS","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
182,Upstage (Korea),https://upstage.ai,Regional - Korea,,Regional AI lab/platform with free tier access.,No,Yes,"SOLAR-10.7B, SOLAR-Mini, Upstage-3B","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
183,Sarvam AI (India),https://sarvamai.com,Regional - India,,Regional AI lab/platform with free tier access.,No,Yes,"Sarvam-1, Sarvam-M, Saaras","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
184,Nitelabs (India),https://nitelabs.ai,Regional - India,,Regional AI lab/platform with free tier access.,No,Yes,"Nitelabs-N, Nitelabs-M","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
185,Krutrim (India),https://krutrim.com,Regional - India,,Regional AI lab/platform with free tier access.,No,Yes,"Krutrim-1, Krutrim-Siya","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
186,Snowflake Cortex,https://www.snowflake.com,Regional - Global,,Regional AI lab/platform with free tier access.,No,Yes,"snowflake-arctic, mixtral, mistral, llama, rerank, embed","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
187,Adept AI,https://www.adept.ai,Regional - US,,Regional AI lab/platform with free tier access.,No,Yes,"ACT (AI Computer Terminal), Adept models","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
188,Inflection AI,https://inflection.ai,Regional - US,,Regional AI lab/platform with free tier access.,No,Yes,"Pi (Personal Intelligence), Inflection-1","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
189,H2O.ai,https://h2o.ai,Regional - US,,Regional AI lab/platform with free tier access.,No,Yes,"h2oGPT, h2o-Danube, h2o-llm, h2o-mistral","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
190,Snorkel AI,https://snorkel.ai,Regional - US,,Regional AI lab/platform with free tier access.,No,Yes,"snorkel-models, custom trained via snorkel","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
191,Gretel AI,https://gretel.ai,Regional - US,,Regional AI lab/platform with free tier access.,No,Yes,"gretel-synthetic, gretel-llm, gretel-bert","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
192,Deci AI,https://deci.ai,Regional - US,,Regional AI lab/platform with free tier access.,No,Yes,"DeciLM, DeciCoder, DeciDiffusion","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
193,Activeloop,https://activeloop.ai,Regional - US,,Regional AI lab/platform with free tier access.,No,Yes,"Deep Lake, deeplake-llm, deeplake-vector","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
194,RapidAPI AI Hub,https://rapidapi.com,Regional - Global,,Regional AI lab/platform with free tier access.,No,Yes,"varied — llama, gpt, mistral, gemini, etc. via API hub","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
195,Steam AI (Valve),https://www.valvesoftware.com,Regional - Global,,Regional AI lab/platform with free tier access.,No,Yes,"Valve AI features in Steam (Steam Machine Learning, Steam Deck AI), unspecified models","Free tier: built into Steam platform, no CC required for Steam users.",Yes,API only,API,,2026-09-08,
196,Preferred Networks (Japan),https://preferred.jp,Asian Regional,,Regional AI lab/platform with free tier access.,No,Yes,"PLMo (Preferred Language Model), PFM","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
197,CyberAgent AI (Japan),https://www.cyberagent.co.jp,Asian Regional,,Regional AI lab/platform with free tier access.,No,Yes,"CyberAgent LLMs, CALM (Conversational AI Language Model), Japanese text generation models","Free tier: some models open-source, no CC. Enterprise API paid.",Yes,API only,API,,2026-09-08,
198,LINE Yahoo AI (Japan),https://www.lycorp.com,Asian Regional,,Regional AI lab/platform with free tier access.,No,Yes,"LINE Yahoo AI models, LY Corporation models, Japanese NLP, LINE chatbot models","Free tier: limited API access, no CC for basic. Paid for volume.",Yes,API only,API,,2026-09-08,
199,NTT AI (Japan),https://www.ntt.com,Asian Regional,,Regional AI lab/platform with free tier access.,No,Yes,"NTT LLMs, NTT Communication Science models, Japanese NLP models","Free tier: some open research models, no CC. NTT Cloud AI paid.",Yes,API only,API,,2026-09-08,
200,Rakuten AI (Japan),https://ai.rakuten.com,Asian Regional,,Regional AI lab/platform with free tier access.,No,Yes,"Rakuten AI models, Rakuten NLP, Japanese e-commerce AI models","Free tier: some open research models, no CC. Enterprise paid.",Yes,API only,API,,2026-09-08,
201,SoftBank AI (Japan),https://www.softbank.com,Asian Regional,,Regional AI lab/platform with free tier access.,No,Yes,"SoftBank AI models, SoftBank LLMs, Japanese language AI, Pepper robot AI","Free tier: some open research access, no CC. Enterprise/Pepper paid.",Yes,API only,API,,2026-09-08,
202,Naver AI (Korea),https://ai.naver.com,Asian Regional,,Regional AI lab/platform with free tier access.,No,Yes,"HyperCLOVA X, HyperCLOVA, Naver Papago, Naver Clova, Korean LLMs","Free tier: some API access with free tier, no CC for basic. HyperCLOVA X paid.",Yes,API only,API,,2026-09-08,
203,Kakao Brain (Korea),https://kakaobrain.com,Asian Regional,,Regional AI lab/platform with free tier access.,No,Yes,"Kakao Brain KoGPT, KcVIT, Korean text/image models, Karlo (image gen)","Free tier: some API access free, no CC for basic. Paid tiers for production.",Yes,API only,API,,2026-09-08,
204,Rebellion AI (Japan),https://rebellion.ai,Asian Regional,,Regional AI lab/platform with free tier access.,No,Yes,"Rebellion AI models, Japanese NLP, specialized domain models","Free tier: early stage, some open research, no CC. Enterprise paid.",Yes,API only,API,,2026-09-08,
205,Baidu Qianfan,https://qianfan.baidu.com,Chinese Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"ernie-bot-4, ernie-bot-3.5, ernie-speed, ernie-tiny, ernie-character","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
206,Tencent WeChat AI / Yuanqi,https://ai.tencent.com,Chinese Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"Tencent WeChat AI models, Yuanqi models, WeChat NLP, WeChat chatbot models","Free tier: WeChat AI features free for users, no CC. Developer API with free tier.",Yes,API only,API,,2026-09-08,
207,iXuan / MiniMax,https://www.minimaxi.com,Chinese Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"abab-5.5, abab-6.5, abab 6.5-turbo, MiniMax models, Chinese text generation",Free tier: API free trial credits available. No CC for basic trial. Paid plans.,Yes,API only,API,,2026-09-08,
208,SenseTime,https://www.sensetime.com,Chinese Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"SenseNova,SenseChat,Sens and video models","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
209,iFlytek,https://www.iflytek.com,Chinese Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"spark-desk, iflytek-speech, iflytek-nlp","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
210,360 AI (Qihoo),https://ai.360.cn,Chinese Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"360GPT, 360 SPHINX, 360 LLM models, Chinese language models",Free tier: some API access with free tier. No CC for basic trial.,Yes,API only,API,,2026-09-08,
211,Zhipu AI / BigModel,https://bigmodel.cn,Chinese Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"GLM-4, GLM-4-Flash, GLM-4-Plus, GLM-4-Air, ChatGLM, Zhipu models","Free tier: API free trial credits, no CC for basic. Web chat free. Paid tiers.",Yes,API only,API,,2026-09-08,
212,Moonshot AI / Kimi,https://kimi.moonshot.ai,Chinese Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"Kimi (chatbot), Moonshot LLM, Moonshot-api models","Free tier: Kimi web chat free, API trial credits, no CC. Paid for API volume.",Yes,API only,API,,2026-09-08,
213,Tecent Tianji,https://cloud.tencent.com,Chinese Ecosystem,,Research institution / company. Tecent Tianji provides AI models and/or tools. Check official website for current free tier offerings and pricing.,No,Yes,"Tencent Tianji models, multi-modal AI, Tencent foundation models","Free tier: Tencent Cloud trial, no CC. API paid after.",Yes,API only,API,,2026-09-08,
214,JD AI / BRAY,https://ai.jd.com,Chinese Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"BRAY-1, BRAY-2, JD-llm","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
215,Meituan AI,https://ai.meituan.com,Chinese Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"Meituan-llm, MAI, Meituan-models","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
216,Xiaomi AI,https://www.mi.com,Chinese Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"Xiaomi-llm, MiLM, Xiaomi-models","Free tier: limited API/access for basic, no CC for trial. Paid for higher volume/enterprise.",Yes,API only,API,,2026-09-08,
217,Tencent Tianji,https://cloud.tencent.com,Chinese Ecosystem,,Research institution / company. Tencent Tianji provides AI models and/or tools. Check official website for current free tier offerings and pricing.,No,Yes,"Tencent Tianji foundation models, multi-modal models, Tencent AI models","Free tier: Tencent Cloud trial credits, no CC for basic. API paid after trial.",Yes,API only,API,,2026-09-08,
218,OPPO AI (China),https://www.oppo.com,Chinese Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"OPPO AI models, AndesGPT, mobile AI, Andes models","Free tier: some open research models, no CC. Mostly built into OPPO phones.",Yes,Yes,Both,,2026-09-08,
219,Vivo AI (China),https://www.vivo.com.cn,Chinese Ecosystem,,"com Reported - Brazilian telecom operator Vivo announced on July 16, 2026, a partnership with software company Adobe to provide its customers with access to the Adobe Express Premium creative design platform. Eligible users of the Vivo Valoriza loyalty program can use the tool for free for six month",No,Yes,"Vivo BlueLM, Vivo AI models, mobile AI models","Free tier: some open models research, no CC. Vivo phone AI built-in features.",Yes,Yes,Both,,2026-09-08,https://en.wedoany.com/shortnews/407769.html; https://telecompaper.com/news/brazils-vivo-partners-with-google-to-offer-free-gemini-ai--1576555; https://vivosai.com/en
220,Honor AI (China),https://www.hihonor.com,Chinese Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"Honor AI models, MagicOS AI, mobile AI features","Free tier: built-in phone AI features, no CC. Enterprise/research models limited.",Yes,Yes,Both,,2026-09-08,
221,Didi AI (China),https://www.didi.com,Chinese Ecosystem,,Research institution / company. Didi AI (China) provides AI models and/or tools. Check official website for current free tier offerings and pricing.,No,Yes,"Didi Chuxing AI models for transportation, navigation, NLP, ride-hailing","Free tier: research models limited public access, no CC. Mostly internal.",Yes,Yes,Both,,2026-09-08,https://help.didit.me/getting-started/free-plan; https://subger.com/en/us/service/didi-premier; https://x.com/didieonweb/status/2096871566000734434
222,Lelapa AI (Africa),https://lelapa.ai,African AI,,Research institution / company. Lelapa AI (Africa) provides AI models and/or tools. Check official website for current free tier offerings and pricing.,No,Yes,"Lelapa AI multilingual models for African languages (Zulu, Xhosa, Afrikaans, etc.)","Free tier: research models available, no CC. African language AI focus.",Yes,Yes,Both,,2026-09-08,https://whipscribe.com/tools/lelapa-ai; https://docs.lelapa.ai/overview/plans.md; https://lelapa.ai/
223,Vula AI (Africa),https://vula.ai,African AI,,"Quick Answer: Most AI video generators on free tiers allow between 1 and 5 video generations per day, with clip lengths capped at 3–10 seconds and outputs often watermarked. Exact limits vary widely by platform — some use a credit system that resets daily, others give a fixed monthly allowance. Free",No,Yes,"Vula AI models for African languages, NLP for low-resource languages","Free tier: research models publicly available, no CC.",Yes,Yes,Both,,2026-09-08,https://reviewnexa.com/what-are-ai-video-generator-daily-limits-on-free-tiers; https://vuela.ai/blog/best-ai-image-generators-2026; https://smesouthafrica.co.za/brands/vula/
224,AI4Bharat (India),https://ai4bharat.org,Indian Ecosystem,,Regional AI lab/platform with free tier access.,No,Yes,"Airavata ( Hindi LLM), IndicTrans, IndicBART, IndicBERT, Kannada, Tamil, Telugu, Malayalam models","Free tier: all models open-source, no CC. Available on HuggingFace.",Yes,Yes,Both,,2026-09-08,
225,Tamil / IndicTrans models,https://ai4bharat.org,Indian Ecosystem,,"localization actually costs to ship in 2026 Translation is $15 to $20 per million characters. Shaping, fonts and layout are the real cost. Read time 17 min Word count 2.9K Sections 10 FAQs 8 On this page · 10 sections The demand side, with real numbers Translation is now the cheap part Bhashini: ex ",No,Yes,"IndicTrans (English-to-Indic translation), IndicBART, IndicBERT, Tamil-specific models, multilingual Indic","Free tier: open-source models free, no CC. Available on HuggingFace and AI4Bharat.",Yes,Yes,Both,,2026-09-08,https://ecorpit.com/ecorpit-indic-language-app-localization-service-india-2026; https://slashdot.org/software/comparison/GRASS-GIS-vs-IGIS-Framework; https://slashdot.org/software/comparison/IGIS-Framework-vs-TransCAD
226,ML Model Markets -- Digital Storefronts,https://huggingface.co/marketplace,Marketplace,,"| ""skills"" : ""./"" , | ""description"" : ""Hugging Face CLI to estimate the required memory to load Safetensors or GGUF model weights for inference from the Hugging Face Hub"" | } , | { | ""name"" : ""huggingface-best"" , | ""source"" : ""./skills/huggingface-best"" , | ""skills"" : ""./"" , | ""description"" : ""Use w",No,Yes,"HuggingFace, Replicate, Fal.ai, Civitai, Tensor.art, Leonardo, SeaArt, and other model marketplaces","Free tier: model browsing/download free on most platforms, no CC. Some platforms charge for generation/API.",Yes,Yes,Both,,2026-09-08,https://huggingface.co/buckets/huggingface/skills/tree/marketplace.json; https://freellm.net/providers/hugging-face; https://huggingface.co/models?other=marketplace
227,BentoML,https://bentoml.com,Model Serving Infra,,"Explanation BentoML offers a free tier via BentoCloud that includes 1 GPU hour/month, shared CPU resources, and up to 2 concurrent requests per service. This is designed for demos and small-scale inference. The critical gotcha: free tier services auto-scale to zero, meaning cold starts add 30-60 sec",Yes,No,"Any model packaged with BentoML: Llama, Mistral, DeepSeek, Qwen, Gemma, SDXL, custom PyTorch/TF/ONNX","Free tier: open-source BentoML framework free, no CC. BentoCloud paid. Self-hosted unlimited.",Yes,Yes,Both,,2026-09-08,https://theneuralbase.com/bentoml/learn/advanced/free-tier-available; https://usagepricing.com/blueprint/bentoml; https://aws.amazon.com/marketplace/pp/prodview-gjdisf3moyv6k
228,Cortex,https://www.cortex.dev,Model Serving Infra,,"Free Tier: Cortex offers a free tier with basic features including unlimited tasks, calendar, journal, and basic XP tracking. No payment required. Pro Tier: Pro subscription is $9.99/month or $99.99/year (~$8.33/month when billed annually). Pro includes all Free features plus unlimited AI features (",No,Yes,"Any model via serving framework: Llama, Mistral, GPT, DeepSeek, Qwen, Gemma, custom","Free Tier: Cortex offers a free tier with basic features including unlimited tasks, calen Free Tier for Cortex Enterprise AI Free Tier brings basic Cortex chat into VS Code so users can begin explorin",Yes,Yes,Both,,2026-09-08,https://www.cortexxp.com/terms; https://pervaziv.com/news-pervaziv-ai-launches-free-tier-for-cortex-enterprise-ai-making-secure-ai-development-easier-to-start; https://pervaziv.com/blog-cortex-enterprise-ai-for-everyone-with-free-tier
229,Seldon Core,https://www.seldon.io,Model Serving Infra,,"Pricing Overview Seldon operates on an enterprise pricing model with custom quotes for its commercial products. The platform splits into two distinct offerings: Seldon Core, an open-source Kubernetes-native model serving framework available at no cost, and Seldon Deploy, the commercial enterprise ML",No,Yes,"Any model via Seldon: TensorFlow, PyTorch, ONNX, custom Python/Java/Node models, LLM wrappers","Free tier: open-source Seldon Core free, no CC. Seldon Enterprise paid. Self-hosted free.",Yes,Yes,Both,,2026-09-08,https://modern-datatools.com/tools/seldon/pricing; https://openruna.com/tools/seldon-core; https://modern-datatools.com/tools/seldon
230,KServe,https://kserve.github.io,Model Serving Infra,,"Created : The InferenceService is created but not yet ready. Ready : The model has been successfully deployed and is ready to receive requests. Updating : A new version of the model is being deployed, while the old version continues serving traffic. Deleting : The InferenceService and associated res",No,Yes,"Any model on Kubernetes: TF, PyTorch, XGBoost, SKLearn, custom v2/v1 protocol models, LLMs","Free tier: open-source KServe free, no CC. Runs on your K8s cluster. Pay for infrastructure.",Yes,Yes,Both,,2026-09-08,https://github.com/srujantata/kserve-model-serving; https://developer.ibm.com/components/kserve; https://kserve.github.io/archive/0.9/modelserving/v1beta1/serving_runtime/
231,BentoCloud,https://bentoml.com,Model Serving Infra,,"The framework itself is free and self-hostable. The commercial product is BentoCloud, a fully managed serverless platform that deploys, auto-scales, and observes those Bentos as inference endpoints — handling the GPU provisioning, cold starts, and scaling that teams would otherwise build themselves.",No,Yes,"custom models via bentoml — llama, gpt, image, audio","free tier Sources1verified data points Confidence 40% Quick Answer Last verified: Estimat free tier free tier via BentoCloud that includes 1 GPU hour/month, shared CPU resources, and up to free tier s",Yes,Yes,API,,2026-09-08,https://usagepricing.com/blueprint/bentoml; https://costbench.com/software/ai-model-hosting/bentoml; https://theneuralbase.com/bentoml/learn/advanced/free-tier-available
232,Modal (duplicate - check),https://modal.com,Model Serving Infra,,"Modal is a serverless cloud platform for Python functions. Free tier: trial credits, pay-per-second GPU/CPU. No CC for basic. Generous free tier for Python functions.",No,Yes,"Any model in Modal Functions: Llama, Mistral, DeepSeek, Qwen, Gemma, SDXL, Flux, Whisper, custom Python","Free tier: trial credits, pay-per-second serverless GPU. No CC for basic sign-up.",Yes,API only,API,,2026-09-08,
233,xAI / Grok,https://x.ai,Frontier Provider,,"How to Get Free Grok API Credits ($25 + $150/month) Free Grok API Credits Process Free Grok API Credits Process One of Grok API's most compelling advantages is the generous free credit program. New users can access up to $175 in credits their first month, providing substantial runway for evaluation and development. Step 1: Create Your xAI Account AIFreeAPI Logo AI Free API Logo AI Free API Profess",No,Yes,"Grok 4, Grok 3",free tier for Grok API? Yes Free Tier Give You? The free tier gives approximately 10 prompts per two-hour window with Free Tier Limits and What You Get Grok AI is free on grok free credit program free,Yes,Yes,Both,,2026-09-08,; https://www.aifreeapi.com/en/posts/xai-grok-api-pricing; https://aibusinessweekly.net/p/grok-ai-pricing; https://yangmao.ai/en/providers/xai; https://felloai.com/is-grok-ai-free
234,Meta AI / Llama,https://ai.meta.com,Frontier Provider,,"Complete Tutorial · Updated March 2026 The Meta Llama 4 Tutorial Hub The world’s most downloaded open-source AI model family. Scout has the longest context window of any open-weight model — 10 million tokens. Maverick matches GPT-4o on benchmarks. Both are free to download and self-host. Everything you need: models explained, how to run locally with Ollama, API access, real-world use cases, and th",No,Yes,"Llama 4, GPT-4, Llama 3.3, DeepSeek R1, Llama 70, Llama 3.2, Llama-3.3, DeepSeek-R1","('000 RPD', 'RPD') Rate Limit~1,000 RPD Cost$0 Rate limits apply: ~1,000 RPD free tier, the $1 trial credit is enough to How to Get Your Free API Key Go to api free tier covers: The weights themselves",Yes,Yes,Both,,2026-09-08,; https://gptpromptcoder.com/llama-4-tutorial; https://toolfreebie.com/together-ai-free-api-llama-deepseek-flux-2026; https://theaidude.net/tools/meta-llama; https://freellm.net/models/hugging-face/meta-llama-3-1-8b-instruct; https://developer.meta.com/ai/docs/getting-the-models/; https://ai.meta.com/resources/models-and-libraries/seamless-communication-models/; https://github.com/meta-LLaMA/LLaMA
